gender,age,location,category,item,quantity,date,unit_price,total_price
male,25,leinster,phones,iphone,5,2017-01-03,910.99,4554.95
male,41,munster,computers,apple,9,2019-03-05,1672.99,15056.91
female,24,ulster,electronics,fan,7,2017-07-15,24.49,171.43
female,54,leinster,electronics,refridgerator,6,2017-06-01,205.99,1235.94
female,30,ulster,computers,hp,9,2017-03-10,1082.99,9746.91
female,55,ulster,electronics,bulb,4,2019-09-27,7.99,31.96
male,18,ulster,electronics,iron,10,2019-02-21,59.60,596.00
male,61,ulster,footwear,adidas,2,2017-01-09,115.99,231.98
female,43,leinster,accessories,camera,6,2018-09-15,174.88,1049.28
male,18,leinster,electronics,cooker,7,2017-06-27,85.99,601.93
male,25,ulster,accessories,headphones,5,2018-08-14,225.39,1126.95
male,30,leinster,accessories,camera,4,2017-02-05,174.88,699.52
male,30,leinster,computers,apple,3,2017-08-17,1672.99,5018.97
male,28,leinster,phones,tecno,3,2017-08-06,300.99,902.97
female,54,connacht,accessories,speakers,7,2018-11-12,78.35,548.45
female,65,connacht,electronics,cooker,10,2017-09-19,85.99,859.90
male,56,connacht,computers,apple,8,2018-03-13,1672.99,13383.92
female,43,leinster,accessories,camera,6,2019-01-11,174.88,1049.28
female,45,connacht,electronics,bulb,1,2017-12-02,7.99,7.99
female,18,connacht,computers,dell,2,2019-07-27,1323.49,2646.98
male,51,ulster,phones,gionee,6,2019-06-19,280.99,1685.94
male,23,munster,computers,hp,9,2017-02-15,1082.99,9746.91
male,19,ulster,phones,infinix,2,2018-07-22,340.29,680.58
female,24,ulster,electronics,fan,5,2017-07-25,24.49,122.45
female,55,leinster,accessories,speakers,5,2019-11-27,78.35,391.75
male,31,ulster,accessories,camera,10,2019-10-17,174.88,1748.80
female,26,leinster,accessories,camera,1,2018-09-20,174.88,174.88
female,36,munster,phones,huawei,4,2017-12-02,750.99,3003.96
female,57,ulster,electronics,iron,6,2017-07-19,59.60,357.60
male,62,ulster,phones,gionee,7,2019-07-03,280.99,1966.93
male,54,munster,electronics,refridgerator,10,2017-10-22,205.99,2059.90
female,43,leinster,electronics,television,4,2019-06-12,185.50,742.00
male,60,munster,electronics,washing_machine,5,2017-02-04,219.99,1099.95
male,42,connacht,accessories,headphones,8,2018-05-25,225.39,1803.12
male,28,connacht,computers,hp,5,2019-11-09,1082.99,5414.95
male,38,connacht,phones,iphone,1,2019-10-08,910.99,910.99
female,64,ulster,computers,hp,6,2018-09-30,1082.99,6497.94
female,56,munster,electronics,washing_machine,5,2017-10-10,219.99,1099.95
male,56,leinster,computers,hp,10,2017-06-30,1082.99,10829.90
male,65,leinster,footwear,puma,10,2019-07-19,99.99,999.90
female,28,connacht,electronics,fan,4,2018-04-21,24.49,97.96
male,44,leinster,phones,gionee,1,2019-08-29,280.99,280.99
male,26,munster,accessories,camera,2,2017-05-23,174.88,349.76
male,58,ulster,accessories,camera,6,2017-06-08,174.88,1049.28
female,63,connacht,computers,asus,3,2017-10-26,984.34,2953.02
female,48,munster,footwear,nike,6,2018-06-09,107.92,647.52
female,60,ulster,accessories,headphones,8,2019-10-21,225.39,1803.12
female,44,connacht,computers,apple,2,2019-09-15,1672.99,3345.98
male,24,ulster,accessories,speakers,5,2018-03-23,78.35,391.75
male,32,connacht,accessories,camera,8,2017-06-05,174.88,1399.04
male,40,connacht,electronics,iron,8,2017-03-17,59.60,476.80
female,47,ulster,footwear,nike,10,2019-09-19,107.92,1079.20
male,24,munster,footwear,adidas,8,2019-11-21,115.99,927.92
male,35,munster,computers,hp,6,2018-10-18,1082.99,6497.94
male,20,connacht,electronics,washing_machine,5,2017-01-08,219.99,1099.95
male,60,munster,accessories,camera,6,2018-01-17,174.88,1049.28
female,39,ulster,footwear,nike,5,2018-04-07,107.92,539.60
male,43,munster,computers,asus,6,2017-11-11,984.34,5906.04
female,58,ulster,phones,gionee,2,2017-06-21,280.99,561.98
female,29,ulster,accessories,camera,4,2018-02-11,174.88,699.52
female,39,ulster,footwear,nike,8,2018-08-30,107.92,863.36
male,45,connacht,accessories,headphones,3,2018-01-24,225.39,676.17
male,48,connacht,phones,gionee,4,2019-04-20,280.99,1123.96
male,64,connacht,footwear,nike,2,2018-04-09,107.92,215.84
female,56,connacht,phones,infinix,4,2017-05-28,340.29,1361.16
female,41,munster,phones,iphone,3,2017-10-08,910.99,2732.97
female,23,leinster,computers,hp,6,2018-11-22,1082.99,6497.94
male,36,ulster,electronics,washing_machine,6,2017-04-22,219.99,1319.94
male,19,ulster,accessories,headphones,4,2019-06-24,225.39,901.56
female,44,connacht,computers,dell,5,2019-04-26,1323.49,6617.45
male,29,leinster,accessories,camera,10,2019-08-11,174.88,1748.80
male,48,leinster,footwear,puma,9,2019-09-25,99.99,899.91
female,36,connacht,accessories,headphones,5,2019-04-24,225.39,1126.95
female,38,leinster,phones,iphone,10,2017-07-27,910.99,9109.90
male,25,connacht,phones,iphone,7,2017-09-10,910.99,6376.93
female,60,munster,electronics,iron,6,2017-12-16,59.60,357.60
male,49,ulster,footwear,nike,4,2018-04-30,107.92,431.68
male,39,munster,accessories,headphones,9,2018-12-07,225.39,2028.51
male,34,connacht,footwear,nike,3,2017-12-18,107.92,323.76
female,52,connacht,phones,iphone,7,2018-12-26,910.99,6376.93
male,31,munster,accessories,headphones,3,2017-01-15,225.39,676.17
female,65,munster,footwear,adidas,3,2019-05-23,115.99,347.97
female,30,leinster,accessories,headphones,3,2017-04-16,225.39,676.17
female,42,ulster,phones,samsung,9,2018-12-17,890.29,8012.61
female,56,leinster,footwear,puma,1,2019-08-19,99.99,99.99
female,39,leinster,computers,hp,1,2019-09-24,1082.99,1082.99
male,32,leinster,computers,dell,3,2018-02-05,1323.49,3970.47
female,27,munster,electronics,iron,3,2017-01-16,59.60,178.80
male,20,connacht,phones,samsung,4,2018-08-26,890.29,3561.16
male,30,leinster,phones,nokia,3,2019-09-16,420.19,1260.57
male,52,munster,computers,lenovo,1,2019-06-23,827.45,827.45
male,54,ulster,accessories,speakers,6,2018-07-11,78.35,470.10
female,61,leinster,phones,infinix,5,2017-08-13,340.29,1701.45
male,58,ulster,electronics,refridgerator,9,2017-08-23,205.99,1853.91
male,43,ulster,phones,tecno,10,2019-10-08,300.99,3009.90
male,24,leinster,footwear,adidas,2,2018-03-20,115.99,231.98
male,46,leinster,phones,infinix,3,2019-09-12,340.29,1020.87
male,25,munster,computers,hp,3,2017-04-19,1082.99,3248.97
female,26,connacht,phones,huawei,9,2018-03-14,750.99,6758.91
female,48,leinster,footwear,adidas,8,2018-10-07,115.99,927.92
female,53,connacht,phones,samsung,1,2018-02-02,890.29,890.29
male,35,ulster,footwear,puma,7,2019-08-07,99.99,699.93
female,58,ulster,phones,infinix,10,2018-05-26,340.29,3402.90
female,39,leinster,computers,apple,7,2017-07-22,1672.99,11710.93
male,56,leinster,electronics,cooker,4,2019-09-18,85.99,343.96
male,50,leinster,phones,samsung,5,2019-06-07,890.29,4451.45
male,24,ulster,accessories,speakers,5,2018-12-28,78.35,391.75
female,47,munster,electronics,bulb,1,2019-12-10,7.99,7.99
female,22,munster,computers,hp,10,2017-07-16,1082.99,10829.90
male,47,ulster,computers,dell,3,2019-06-25,1323.49,3970.47
female,43,ulster,phones,gionee,2,2018-11-04,280.99,561.98
female,53,leinster,footwear,nike,1,2019-06-15,107.92,107.92
female,30,ulster,electronics,iron,9,2018-09-25,59.60,536.40
female,32,ulster,footwear,nike,10,2019-09-10,107.92,1079.20
male,32,ulster,accessories,speakers,3,2018-01-09,78.35,235.05
female,29,connacht,phones,samsung,8,2017-10-06,890.29,7122.32
female,52,connacht,phones,infinix,2,2017-06-13,340.29,680.58
female,35,munster,phones,iphone,4,2019-10-06,910.99,3643.96
male,36,connacht,footwear,puma,3,2018-08-02,99.99,299.97
male,23,leinster,footwear,adidas,3,2018-02-10,115.99,347.97
female,38,connacht,electronics,iron,4,2017-02-14,59.60,238.40
female,28,munster,electronics,television,6,2018-08-27,185.50,1113.00
male,64,munster,accessories,headphones,10,2017-08-13,225.39,2253.90
male,19,munster,phones,infinix,2,2017-05-05,340.29,680.58
female,50,leinster,footwear,puma,2,2018-08-25,99.99,199.98
female,37,leinster,accessories,headphones,5,2019-08-02,225.39,1126.95
female,30,munster,accessories,speakers,5,2019-04-27,78.35,391.75
female,59,ulster,computers,apple,1,2018-06-07,1672.99,1672.99
female,43,connacht,phones,samsung,9,2017-07-22,890.29,8012.61
female,50,connacht,computers,lenovo,3,2017-07-14,827.45,2482.35
female,63,connacht,footwear,puma,7,2018-12-06,99.99,699.93
female,42,munster,accessories,headphones,10,2018-04-21,225.39,2253.90
male,35,ulster,electronics,washing_machine,1,2017-12-12,219.99,219.99
male,65,ulster,phones,samsung,10,2017-06-10,890.29,8902.90
female,39,ulster,electronics,refridgerator,9,2017-07-22,205.99,1853.91
female,59,leinster,electronics,fan,5,2018-12-04,24.49,122.45
female,31,leinster,accessories,headphones,8,2019-09-03,225.39,1803.12
female,48,connacht,footwear,puma,8,2019-08-22,99.99,799.92
male,52,connacht,footwear,puma,5,2018-11-14,99.99,499.95
female,29,leinster,computers,asus,3,2018-08-28,984.34,2953.02
female,37,ulster,accessories,camera,8,2018-05-21,174.88,1399.04
male,63,connacht,electronics,washing_machine,2,2017-08-11,219.99,439.98
male,29,munster,electronics,fan,8,2018-06-24,24.49,195.92
female,23,ulster,electronics,television,10,2017-03-16,185.50,1855.00
male,55,munster,electronics,bulb,2,2019-12-20,7.99,15.98
female,62,munster,accessories,headphones,5,2018-09-09,225.39,1126.95
male,20,leinster,phones,huawei,5,2017-01-19,750.99,3754.95
female,29,leinster,footwear,adidas,8,2019-02-01,115.99,927.92
male,62,connacht,computers,asus,5,2018-01-26,984.34,4921.70
female,43,leinster,phones,tecno,10,2019-03-29,300.99,3009.90
female,55,ulster,footwear,nike,5,2019-06-06,107.92,539.60
male,52,connacht,accessories,camera,4,2017-11-04,174.88,699.52
female,21,connacht,accessories,speakers,4,2017-02-05,78.35,313.40
female,19,connacht,footwear,puma,1,2019-09-10,99.99,99.99
female,63,connacht,footwear,puma,9,2018-05-03,99.99,899.91
male,27,connacht,accessories,headphones,10,2017-02-27,225.39,2253.90
male,58,munster,accessories,headphones,2,2017-05-26,225.39,450.78
female,27,ulster,phones,iphone,10,2017-08-06,910.99,9109.90
male,38,munster,footwear,puma,3,2018-07-30,99.99,299.97
female,43,munster,phones,infinix,6,2019-06-13,340.29,2041.74
female,41,leinster,electronics,cooker,3,2017-06-03,85.99,257.97
male,54,connacht,accessories,headphones,5,2017-05-08,225.39,1126.95
male,60,connacht,computers,hp,6,2018-11-07,1082.99,6497.94
female,58,connacht,computers,asus,10,2018-12-22,984.34,9843.40
male,21,munster,footwear,nike,6,2019-07-28,107.92,647.52
female,28,ulster,phones,gionee,2,2019-08-17,280.99,561.98
female,43,munster,computers,dell,8,2017-09-09,1323.49,10587.92
male,62,leinster,footwear,nike,1,2017-07-18,107.92,107.92
female,58,ulster,computers,asus,10,2018-08-27,984.34,9843.40
male,63,leinster,phones,tecno,8,2019-02-07,300.99,2407.92
female,47,connacht,computers,dell,1,2019-06-24,1323.49,1323.49
female,36,ulster,electronics,bulb,10,2018-05-20,7.99,79.90
female,48,munster,computers,apple,7,2017-07-02,1672.99,11710.93
female,39,connacht,computers,dell,1,2017-03-29,1323.49,1323.49
female,42,ulster,computers,asus,8,2018-04-30,984.34,7874.72
female,31,connacht,footwear,nike,10,2018-06-22,107.92,1079.20
female,21,leinster,phones,huawei,8,2017-05-05,750.99,6007.92
male,56,leinster,accessories,camera,5,2017-08-17,174.88,874.40
female,25,ulster,accessories,camera,2,2018-01-28,174.88,349.76
female,19,munster,footwear,puma,7,2018-01-22,99.99,699.93
female,24,connacht,footwear,puma,1,2019-08-11,99.99,99.99
male,46,connacht,computers,hp,2,2019-11-10,1082.99,2165.98
male,24,leinster,accessories,camera,8,2019-07-30,174.88,1399.04
female,19,leinster,computers,lenovo,10,2019-08-07,827.45,8274.50
male,32,ulster,footwear,nike,7,2019-09-20,107.92,755.44
female,60,munster,electronics,bulb,3,2017-11-11,7.99,23.97
male,46,connacht,computers,dell,7,2019-08-15,1323.49,9264.43
male,18,connacht,electronics,fan,7,2019-01-08,24.49,171.43
female,50,connacht,electronics,washing_machine,8,2017-05-16,219.99,1759.92
male,62,leinster,electronics,refridgerator,10,2018-05-02,205.99,2059.90
female,20,connacht,phones,tecno,8,2017-10-10,300.99,2407.92
male,18,ulster,accessories,headphones,5,2017-10-29,225.39,1126.95
male,24,munster,electronics,bulb,10,2018-06-08,7.99,79.90
female,56,ulster,footwear,nike,5,2017-01-24,107.92,539.60
female,36,munster,phones,iphone,6,2019-01-25,910.99,5465.94
male,55,leinster,footwear,puma,10,2018-07-12,99.99,999.90
male,26,ulster,computers,hp,10,2017-01-01,1082.99,10829.90
female,25,munster,computers,dell,1,2018-01-02,1323.49,1323.49
female,18,leinster,accessories,headphones,8,2018-02-18,225.39,1803.12
female,34,munster,accessories,headphones,9,2018-11-14,225.39,2028.51
male,57,ulster,electronics,refridgerator,8,2018-09-23,205.99,1647.92
female,41,connacht,computers,lenovo,4,2017-04-25,827.45,3309.80
female,49,ulster,accessories,camera,4,2018-06-18,174.88,699.52
female,25,connacht,accessories,camera,2,2018-12-28,174.88,349.76
male,46,leinster,electronics,iron,6,2018-07-15,59.60,357.60
male,27,munster,footwear,nike,1,2018-04-02,107.92,107.92
female,32,connacht,accessories,headphones,6,2018-10-08,225.39,1352.34
female,60,ulster,phones,samsung,5,2018-09-06,890.29,4451.45
female,20,ulster,footwear,puma,9,2018-04-15,99.99,899.91
male,54,ulster,accessories,headphones,6,2019-10-10,225.39,1352.34
male,60,connacht,computers,dell,9,2018-06-13,1323.49,11911.41
female,53,ulster,electronics,television,5,2017-11-15,185.50,927.50
female,34,leinster,phones,huawei,7,2019-08-21,750.99,5256.93
male,54,munster,footwear,adidas,9,2019-05-25,115.99,1043.91
male,56,leinster,computers,lenovo,2,2017-01-08,827.45,1654.90
male,58,leinster,footwear,adidas,5,2018-08-18,115.99,579.95
male,33,ulster,computers,lenovo,7,2018-11-22,827.45,5792.15
male,52,leinster,phones,infinix,8,2017-04-18,340.29,2722.32
female,21,munster,phones,samsung,7,2019-02-03,890.29,6232.03
female,19,munster,accessories,camera,5,2017-12-08,174.88,874.40
male,61,ulster,electronics,television,8,2017-03-28,185.50,1484.00
male,52,munster,computers,lenovo,6,2017-01-23,827.45,4964.70
female,59,munster,footwear,nike,10,2018-10-09,107.92,1079.20
female,44,ulster,computers,apple,9,2018-03-17,1672.99,15056.91
male,41,leinster,computers,asus,8,2019-01-23,984.34,7874.72
female,22,munster,phones,huawei,10,2017-03-21,750.99,7509.90
male,38,ulster,accessories,camera,5,2017-08-05,174.88,874.40
female,54,leinster,phones,huawei,4,2017-10-02,750.99,3003.96
female,26,ulster,computers,apple,8,2018-05-28,1672.99,13383.92
male,45,leinster,footwear,nike,5,2017-02-11,107.92,539.60
male,47,ulster,footwear,puma,9,2019-03-28,99.99,899.91
male,26,leinster,footwear,adidas,2,2018-08-30,115.99,231.98
male,50,leinster,electronics,washing_machine,6,2018-03-05,219.99,1319.94
male,62,connacht,electronics,fan,6,2018-09-15,24.49,146.94
female,43,connacht,computers,asus,3,2018-05-27,984.34,2953.02
female,42,munster,electronics,iron,3,2017-06-20,59.60,178.80
female,52,ulster,phones,huawei,9,2018-09-25,750.99,6758.91
female,26,ulster,footwear,nike,4,2018-10-03,107.92,431.68
female,30,munster,footwear,nike,2,2019-02-03,107.92,215.84
male,31,ulster,footwear,adidas,7,2019-09-29,115.99,811.93
female,63,connacht,phones,huawei,6,2019-02-10,750.99,4505.94
female,57,leinster,accessories,headphones,7,2018-06-12,225.39,1577.73
male,58,ulster,computers,lenovo,4,2017-11-02,827.45,3309.80
female,65,leinster,phones,nokia,4,2017-06-23,420.19,1680.76
female,33,ulster,accessories,camera,7,2019-03-12,174.88,1224.16
female,28,connacht,electronics,bulb,6,2017-10-19,7.99,47.94
male,53,leinster,phones,samsung,6,2018-05-07,890.29,5341.74
male,47,ulster,footwear,adidas,5,2017-02-02,115.99,579.95
female,55,connacht,footwear,puma,3,2018-08-21,99.99,299.97
female,27,ulster,phones,tecno,8,2018-07-15,300.99,2407.92
female,31,ulster,footwear,puma,10,2018-10-12,99.99,999.90
male,64,ulster,accessories,camera,3,2017-05-15,174.88,524.64
female,41,leinster,phones,gionee,6,2019-11-11,280.99,1685.94
female,29,ulster,computers,dell,1,2017-12-05,1323.49,1323.49
male,52,munster,footwear,puma,5,2019-02-04,99.99,499.95
female,57,connacht,phones,nokia,1,2017-09-17,420.19,420.19
male,38,leinster,footwear,nike,4,2018-06-10,107.92,431.68
male,65,munster,electronics,washing_machine,7,2019-02-07,219.99,1539.93
male,20,munster,accessories,headphones,2,2018-03-31,225.39,450.78
female,47,ulster,computers,apple,8,2018-10-31,1672.99,13383.92
male,26,ulster,accessories,camera,6,2017-09-06,174.88,1049.28
male,34,leinster,accessories,camera,2,2017-08-07,174.88,349.76
male,52,munster,accessories,headphones,5,2017-04-11,225.39,1126.95
male,37,munster,accessories,camera,10,2019-08-17,174.88,1748.80
female,43,ulster,phones,gionee,7,2017-01-01,280.99,1966.93
female,60,ulster,electronics,washing_machine,7,2018-10-08,219.99,1539.93
male,52,leinster,electronics,washing_machine,4,2019-12-23,219.99,879.96
female,55,munster,footwear,puma,7,2017-08-29,99.99,699.93
male,55,munster,accessories,headphones,6,2019-10-20,225.39,1352.34
female,30,leinster,computers,asus,10,2017-10-13,984.34,9843.40
male,48,leinster,electronics,fan,3,2018-04-01,24.49,73.47
male,63,leinster,footwear,nike,5,2017-08-24,107.92,539.60
male,44,connacht,phones,samsung,8,2018-11-06,890.29,7122.32
female,55,leinster,accessories,camera,3,2019-03-10,174.88,524.64
female,29,connacht,computers,apple,1,2019-03-18,1672.99,1672.99
female,20,munster,accessories,speakers,2,2019-11-01,78.35,156.70
female,29,ulster,footwear,puma,7,2019-07-03,99.99,699.93
female,50,connacht,computers,dell,5,2019-02-26,1323.49,6617.45
female,44,ulster,footwear,nike,8,2019-10-07,107.92,863.36
female,59,ulster,phones,infinix,2,2018-10-24,340.29,680.58
male,54,leinster,accessories,headphones,10,2019-05-15,225.39,2253.90
male,56,connacht,phones,gionee,4,2018-09-01,280.99,1123.96
female,58,connacht,electronics,iron,3,2017-10-26,59.60,178.80
female,48,leinster,computers,lenovo,6,2017-02-28,827.45,4964.70
male,59,connacht,electronics,refridgerator,2,2017-10-21,205.99,411.98
female,47,munster,computers,lenovo,5,2019-03-17,827.45,4137.25
male,28,connacht,computers,dell,8,2019-08-01,1323.49,10587.92
male,59,leinster,computers,asus,2,2018-06-16,984.34,1968.68
female,35,leinster,accessories,speakers,10,2019-06-22,78.35,783.50
male,46,munster,accessories,headphones,9,2019-12-14,225.39,2028.51
female,52,leinster,computers,apple,4,2018-06-11,1672.99,6691.96
female,53,leinster,electronics,bulb,3,2019-11-14,7.99,23.97
male,65,connacht,footwear,adidas,4,2017-02-09,115.99,463.96
male,28,ulster,phones,samsung,9,2017-12-12,890.29,8012.61
female,58,ulster,electronics,cooker,9,2017-09-30,85.99,773.91
male,30,leinster,accessories,headphones,2,2018-06-09,225.39,450.78
male,53,connacht,electronics,television,3,2017-06-28,185.50,556.50
male,31,ulster,computers,apple,3,2019-10-17,1672.99,5018.97
male,56,munster,accessories,speakers,7,2018-09-29,78.35,548.45
male,44,leinster,electronics,bulb,2,2017-11-28,7.99,15.98
female,51,ulster,phones,tecno,1,2017-08-19,300.99,300.99
male,65,leinster,accessories,headphones,5,2017-04-21,225.39,1126.95
male,55,ulster,accessories,camera,7,2018-12-05,174.88,1224.16
female,61,ulster,electronics,television,2,2019-09-01,185.50,371.00
male,27,ulster,accessories,headphones,6,2019-09-20,225.39,1352.34
female,34,ulster,electronics,refridgerator,3,2017-01-11,205.99,617.97
female,23,leinster,accessories,speakers,6,2018-11-09,78.35,470.10
male,56,leinster,electronics,television,1,2018-09-08,185.50,185.50
male,52,leinster,electronics,bulb,5,2017-10-31,7.99,39.95
male,49,leinster,footwear,adidas,5,2018-02-22,115.99,579.95
male,32,ulster,electronics,television,6,2017-10-22,185.50,1113.00
female,40,munster,electronics,fan,1,2017-10-24,24.49,24.49
male,28,ulster,computers,apple,8,2017-06-25,1672.99,13383.92
male,64,ulster,accessories,headphones,10,2017-05-17,225.39,2253.90
male,39,ulster,electronics,television,8,2017-07-06,185.50,1484.00
female,26,leinster,accessories,speakers,10,2018-08-01,78.35,783.50
female,32,leinster,accessories,camera,7,2017-04-16,174.88,1224.16
male,34,munster,phones,tecno,8,2017-02-18,300.99,2407.92
female,33,ulster,computers,lenovo,8,2019-08-11,827.45,6619.60
female,59,munster,footwear,adidas,3,2018-07-03,115.99,347.97
male,28,connacht,electronics,iron,7,2018-01-10,59.60,417.20
male,45,leinster,computers,lenovo,6,2017-12-06,827.45,4964.70
female,37,leinster,computers,apple,9,2018-04-06,1672.99,15056.91
male,58,leinster,accessories,speakers,7,2017-05-04,78.35,548.45
male,55,ulster,electronics,cooker,1,2018-11-26,85.99,85.99
female,47,munster,electronics,washing_machine,3,2018-09-29,219.99,659.97
female,61,ulster,electronics,bulb,10,2019-02-04,7.99,79.90
female,36,leinster,accessories,camera,1,2019-08-02,174.88,174.88
female,24,ulster,computers,dell,9,2017-06-24,1323.49,11911.41
male,54,munster,accessories,speakers,4,2017-05-25,78.35,313.40
female,39,ulster,computers,hp,9,2019-09-30,1082.99,9746.91
female,27,leinster,electronics,fan,7,2017-07-06,24.49,171.43
female,63,munster,footwear,puma,9,2018-12-01,99.99,899.91
male,35,ulster,phones,iphone,1,2019-01-06,910.99,910.99
male,19,ulster,footwear,adidas,3,2019-08-25,115.99,347.97
female,64,connacht,computers,dell,8,2019-02-27,1323.49,10587.92
female,27,leinster,electronics,cooker,10,2017-08-31,85.99,859.90
female,62,connacht,phones,nokia,5,2017-05-04,420.19,2100.95
female,63,ulster,phones,infinix,5,2018-05-08,340.29,1701.45
male,25,ulster,electronics,television,9,2017-02-04,185.50,1669.50
male,65,ulster,electronics,iron,5,2019-11-21,59.60,298.00
male,18,ulster,phones,gionee,4,2019-07-03,280.99,1123.96
male,54,munster,accessories,speakers,5,2018-03-14,78.35,391.75
female,44,connacht,electronics,cooker,3,2017-10-18,85.99,257.97
female,32,munster,accessories,headphones,10,2019-05-11,225.39,2253.90
female,38,connacht,phones,tecno,3,2017-08-29,300.99,902.97
male,24,munster,phones,nokia,1,2019-11-04,420.19,420.19
female,50,ulster,phones,huawei,9,2019-03-05,750.99,6758.91
female,48,ulster,footwear,puma,1,2017-09-16,99.99,99.99
male,27,leinster,electronics,iron,10,2018-06-25,59.60,596.00
male,23,ulster,phones,samsung,6,2017-12-24,890.29,5341.74
female,52,munster,computers,hp,7,2017-01-22,1082.99,7580.93
female,52,leinster,footwear,puma,3,2019-06-29,99.99,299.97
female,37,connacht,electronics,television,6,2019-05-11,185.50,1113.00
male,34,munster,accessories,speakers,1,2017-11-17,78.35,78.35
female,35,ulster,phones,gionee,8,2019-03-05,280.99,2247.92
female,56,leinster,footwear,nike,8,2018-09-29,107.92,863.36
female,37,ulster,accessories,speakers,9,2018-11-07,78.35,705.15
male,44,ulster,electronics,bulb,2,2018-09-12,7.99,15.98
male,21,ulster,phones,gionee,5,2019-10-07,280.99,1404.95
male,42,connacht,accessories,camera,6,2019-04-22,174.88,1049.28
female,42,leinster,phones,samsung,1,2018-06-27,890.29,890.29
female,40,ulster,computers,asus,6,2018-01-02,984.34,5906.04
female,49,munster,phones,gionee,10,2017-12-08,280.99,2809.90
male,46,ulster,accessories,speakers,7,2019-05-30,78.35,548.45
male,37,connacht,phones,infinix,8,2019-10-25,340.29,2722.32
male,34,munster,electronics,refridgerator,9,2017-04-23,205.99,1853.91
male,25,ulster,electronics,iron,9,2017-10-08,59.60,536.40
male,53,munster,footwear,puma,8,2017-07-01,99.99,799.92
female,48,leinster,computers,lenovo,8,2019-05-26,827.45,6619.60
female,48,munster,footwear,adidas,4,2019-10-14,115.99,463.96
male,64,leinster,phones,iphone,5,2017-05-25,910.99,4554.95
female,41,ulster,accessories,speakers,2,2019-06-17,78.35,156.70
male,26,ulster,computers,dell,4,2019-08-18,1323.49,5293.96
female,63,leinster,electronics,cooker,4,2017-11-29,85.99,343.96
female,55,munster,accessories,speakers,3,2018-03-23,78.35,235.05
female,30,ulster,electronics,cooker,5,2017-06-19,85.99,429.95
male,60,munster,computers,apple,8,2017-01-02,1672.99,13383.92
male,42,ulster,electronics,bulb,1,2019-04-15,7.99,7.99
male,46,munster,electronics,cooker,6,2018-09-24,85.99,515.94
female,65,leinster,footwear,adidas,10,2019-04-02,115.99,1159.90
female,60,connacht,computers,apple,8,2017-06-29,1672.99,13383.92
male,54,leinster,computers,hp,7,2017-08-14,1082.99,7580.93
male,42,leinster,computers,hp,5,2019-12-02,1082.99,5414.95
female,43,leinster,footwear,adidas,4,2019-11-21,115.99,463.96
female,64,connacht,phones,infinix,6,2017-08-28,340.29,2041.74
female,43,munster,electronics,fan,3,2019-04-28,24.49,73.47
male,34,ulster,footwear,nike,10,2017-05-25,107.92,1079.20
female,55,ulster,electronics,washing_machine,5,2019-09-29,219.99,1099.95
male,36,connacht,footwear,puma,3,2019-11-13,99.99,299.97
female,26,ulster,computers,hp,7,2019-05-03,1082.99,7580.93
female,43,connacht,phones,samsung,2,2019-09-29,890.29,1780.58
male,34,munster,accessories,headphones,4,2019-12-08,225.39,901.56
male,62,munster,phones,infinix,2,2017-08-16,340.29,680.58
male,28,leinster,footwear,nike,5,2017-10-25,107.92,539.60
female,63,munster,footwear,adidas,7,2018-02-07,115.99,811.93
male,44,connacht,computers,lenovo,3,2019-03-04,827.45,2482.35
female,56,munster,electronics,bulb,8,2019-05-13,7.99,63.92
female,35,munster,phones,infinix,1,2019-04-27,340.29,340.29
male,32,ulster,accessories,headphones,6,2018-08-27,225.39,1352.34
male,48,leinster,electronics,cooker,6,2017-01-20,85.99,515.94
female,23,ulster,computers,lenovo,9,2019-12-09,827.45,7447.05
female,28,leinster,accessories,headphones,2,2019-02-07,225.39,450.78
female,34,connacht,computers,lenovo,6,2019-06-14,827.45,4964.70
male,27,ulster,computers,asus,2,2019-10-24,984.34,1968.68
male,44,ulster,footwear,nike,6,2019-05-30,107.92,647.52
female,58,connacht,phones,huawei,1,2019-06-08,750.99,750.99
female,42,munster,accessories,headphones,8,2017-12-02,225.39,1803.12
male,48,connacht,phones,huawei,7,2018-01-05,750.99,5256.93
male,62,munster,electronics,iron,9,2017-08-30,59.60,536.40
female,64,ulster,electronics,bulb,8,2017-05-20,7.99,63.92
male,32,munster,electronics,bulb,5,2018-11-21,7.99,39.95
female,47,leinster,footwear,adidas,8,2019-03-23,115.99,927.92
female,49,leinster,computers,lenovo,1,2018-09-10,827.45,827.45
female,28,ulster,electronics,cooker,9,2018-04-08,85.99,773.91
female,47,connacht,accessories,headphones,2,2017-10-13,225.39,450.78
male,25,connacht,computers,asus,4,2019-07-15,984.34,3937.36
female,43,ulster,electronics,cooker,6,2019-07-03,85.99,515.94
female,40,leinster,electronics,refridgerator,2,2017-06-03,205.99,411.98
female,47,connacht,phones,iphone,8,2018-07-28,910.99,7287.92
male,49,leinster,phones,tecno,2,2017-04-21,300.99,601.98
male,30,leinster,computers,asus,9,2018-10-12,984.34,8859.06
male,64,munster,footwear,adidas,6,2017-12-02,115.99,695.94
male,62,ulster,phones,gionee,9,2017-06-30,280.99,2528.91
male,42,connacht,computers,apple,5,2017-06-14,1672.99,8364.95
male,39,munster,accessories,headphones,7,2017-06-16,225.39,1577.73
female,64,ulster,computers,hp,2,2019-01-19,1082.99,2165.98
